birth_month;birth_year;age;has_card;account_age_months;trans_count;avg_balance;min_balance;max_balance;std_balance;avg_trans_amount;total_deposits;total_withdrawals;net_flow;deposit_ratio;loan_amount;loan_payments;loan_duration;has_loan;district_id;inhabitants;average_salary;unemployment_rate_95;unemployment_rate_96;entrepreneurs_ratio;crimes_95;crimes_96;urban_ratio;cities_count;gender_M;frequency_PorTransaccion;frequency_Semanal;loan_status_B;loan_status_C;loan_status_D;loan_status_SIN_PRESTAMO;card_type_gold;card_type_junior;card_type_sin_tarjeta;region_central Bohemia;region_east Bohemia;region_north Bohemia;region_north Moravia;region_south Bohemia;region_south Moravia;region_west Bohemia
1.5912057420814503;1970;-0.943172588731243;0;0.26221473040969656;0.03426950897262756;-1.3632048474055631;0.39238854371194887;-1.0805979978248383;-1.175905517226304;-1.0426851358660703;-0.8011278914531873;-0.76844550273481;-1.1939569339539702;-0.43527991599156873;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;18;-0.5512161757107884;-0.40867678470380137;-0.02283464926613047;-0.06997094049918158;0.42907663897438975;-0.47734089535107027;-0.4582637003302066;-0.19750097246459358;-0.5221667949686696;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
-1.3084564590064762;1945;0.520027988130249;0;1.6416469104934404;1.921986528844726;-0.008384693644108572;0.4689489704605441;-0.09789853400497792;-0.24613696161882825;0.20981621429803654;1.3799940241429784;1.4091426052511964;-0.0461900186628654;-0.8325957167770154;1.1087609543922001;1.8292526131282643;1.3933578388099428;1;1;2.628601117906594;2.289783368770946;-1.406496002772308;-1.4393754060327622;1.9914946639659854;2.655966296879207;2.665064391747549;1.5529390160897132;-1.546618434567135;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1.5912057420814503;1956;-0.12378026568880746;0;-1.2827493112840964;-0.9293349948951382;-0.6392322054601501;0.39238854371194887;-0.4985751409243704;-0.3116611354784645;-0.8053676643047456;-0.8341875853567655;-0.8618084975087458;0.2871249382711012;2.003580751904552;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;5;-0.48136276765133756;-0.15265159801812003;0.5328088863938305;0.43652112209543026;-0.13512987005035312;-0.44464045215684456;-0.42195228388681977;-0.8986858670151658;0.1608009647636407;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
0.7213070817550723;1919;2.0417565880662005;0;-0.3447354288271507;-0.3843455623797625;-0.9834356383388215;0.2392676902147585;-0.9680128116656332;-1.0052349561590626;-0.9636009528791513;-0.8041980589207985;-0.8036855499002933;-0.39676800211997126;0.6337625149828578;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;12;-0.44700936786964196;-0.5702974040275058;0.5219139151063803;0.3802442262515844;0.6894796431396557;-0.40029327577015494;-0.3953453344929045;-0.5657491544947502;0.1608009647636407;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
-1.598422679115269;1929;1.456476357321604;0;-1.172394736877397;-1.1899821147937961;-0.7634234366495162;0.08614683671756804;-1.0396243892688735;-1.0377150832798825;-0.9387317915522239;-0.9516982646159435;-0.9451444887686389;-0.6184400618061129;1.9168992233506632;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;15;-0.584585566734252;-0.3505235712088236;0.14058992004562268;0.04727259250883045;0.1252731341149128;-0.4734213216805295;-0.45925985423263577;-0.8734633887939223;-0.18068291510251444;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
-1.3084564590064762;1938;0.9297241496514668;0;0.593278453629795;0.08955829198143378;-0.13982372422202805;0.3158281169633537;-0.5381891959214905;-0.712378975188925;-0.7777327299025628;-0.5627650338779072;-0.5796376353386841;0.15218915662657112;0.23468017665375127;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;51;-0.4075452901214022;-0.7311627868123144;-0.19715418986533406;-0.2481811106713598;0.42907663897438975;-0.4117906918704078;-0.3962772204016286;0.06481280103634013;1.8682203640944164;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
1.0112733018638649;1935;1.1053082188748458;1;-0.8413310136572985;-0.8266558264502123;1.70983562876509;0.3158281169633537;0.6696503156020849;0.24633159392110757;0.852234582120007;-0.12326943358047175;-0.16455824549946677;0.9719664398550792;-0.05218505357570891;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;60;-0.43923541833523344;-0.8066864407018959;0.3149094606448263;0.45996982869703296;-0.2653313721329861;-0.47215212639673537;-0.4472738734066329;-0.8734633887939223;-0.5221667949686696;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
-0.43855779868009837;1943;0.6370840342791684;0;-0.06884899281040195;0.15274547256292662;0.6693788527337743;0.3158281169633537;0.1536163473300805;0.018753804495564744;0.24738460240760035;0.2848844915700142;0.24505169674876787;1.1341822116573597;-0.31981660388801875;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;57;-0.2953879157892415;-0.5959754463499635;0.46743905866912916;0.4693493113376737;-0.2219308714387751;-0.4030929712491126;-0.4023184118099089;-1.0701987189196225;0.843768724495951;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
-1.3084564590064762;1981;-1.5869808425502994;0;1.69682419769679;0.9978740128403932;-0.6621904639598312;-0.0669740167796224;0.31002565582662056;-0.1796268046401944;-0.9530695375083718;-0.5432689651132094;-0.5220441936709237;-0.7841784986193916;-0.46384815504348487;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;40;-0.390245238705306;-0.14509923262916188;1.970945096337259;1.6746128306600376;-1.046540384628784;-0.2828927120191962;-0.2988148079478303;0.8113981563851509;0.843768724495951;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
-0.43855779868009837;1974;-1.1772846810290816;0;-0.6757991520472492;-0.6212974895603606;0.7335182372794289;0.4689489704605441;0.25862037981543035;-0.1043408086610068;0.2291381447072777;-0.24815597832425876;-0.27730369425814283;0.6098443486021726;-0.060699345251717315;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;54;0.3371138505847623;0.2929379599304109;-0.6928753834443188;-0.7218449840237285;0.8196811452222886;0.15654749035800125;0.08113757083677609;1.5529390160897132;-1.546618434567135;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
-0.1485915785713057;1942;0.6956120573536281;0;-0.1240262800137517;-0.3843455623797625;-0.5824562338760368;-0.14353444352821762;-0.8285574898350592;-0.6981160759032015;-1.088097971607433;-0.8845904212711017;-0.8689527058055586;-0.8113522184360282;0.5229305514190737;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;76;-0.3923450180782854;-0.8610634715023946;1.0121876230416402;1.1165336135419002;-0.612535377686674;-0.4028316663377432;-0.429439505153465;-0.9087748583036631;0.5022848446297958;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
0.4313408616462796;1918;2.10028461114066;0;-1.1172174496740472;-1.0162173681946909;-1.089645848727632;0.4689489704605441;-1.1150113814016938;-1.00636930170895;-0.9242351540987883;-0.9144623966001799;-0.9040481693129846;-0.6961866561772131;1.0671412318604658;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;21;-0.45968934397643235;-0.3059646154139705;-0.7419027542378447;-0.6702578295002033;0.08187263342070182;-0.45647383171457234;-0.4439962057276723;-0.11174454651236515;0.5022848446297958;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
1.0112733018638649;1934;1.1638362419493056;0;-1.3379265984874462;-1.2610676929479756;-1.4208027570778434;0.39238854371194887;-1.0973826720587547;-1.06646438164063;-0.7418777484049478;-0.9311199793116369;-0.9005990881016972;-1.2034700974529302;0.055357707336237835;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;76;-0.3923450180782854;-0.8610634715023946;1.0121876230416402;1.1165336135419002;-0.612535377686674;-0.4028316663377432;-0.429439505153465;-0.9087748583036631;0.5022848446297958;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1.5912057420814503;1942;0.6956120573536281;1;-0.8413310136572985;-0.8740462118863319;0.1935805025227;-0.0669740167796224;-0.34678780911765783;-0.6259013910274247;0.14611296581008776;-0.461744940122781;-0.463396179093737;-0.1766152147179004;-0.18423866001082087;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;47;-0.29363295999820666;0.02180804246681324;-0.7419027542378447;-0.7921911038285357;-0.43893337490983003;-0.3153691795751053;-0.3457947113462652;0.1808362008540606;0.1608009647636407;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
-1.598422679115269;1979;-1.46992479640138;0;1.2002286128666424;1.0294676031311396;0.13038467502941806;0.2392676902147585;-0.16439788698081478;-0.23452401655009408;0.15729008690995197;0.744727628702679;0.7538377846192325;0.14256185090937917;-0.71126029131521;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;46;-0.4334435035360672;-0.8610634715023946;-0.5893731562135417;-0.5577040378125117;-0.1785303707445641;-0.4357560851702855;-0.43551283055859785;0.21614767036380178;1.5267364842282611;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
1.0112733018638649;1952;0.11033182660903125;0;-1.393103885690796;-1.3795436565382746;-0.4659942883146076;0.00958640996897282;-0.3260508267684381;0.36700522811735703;1.31447450842494;-0.5633863754428894;-0.5570679994881722;-0.42387481098109375;-0.18574405294675456;-0.35854268017427365;-0.3810099901818047;-0.38485878418192204;0;12;-0.44700936786964196;-0.5702974040275058;0.5219139151063803;0.3802442262515844;0.6894796431396557;-0.40029327577015494;-0.3953453344929045;-0.5657491544947502;0.1608009647636407;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
